Province/State,Country/Region,Lat,Long,5/1/20
,San Marino,43.9424,12.4578,41
,Saudi Arabia,24,45,179
,Senegal,14.4974,-14.4524,11
,Serbia,44.0165,21.0059,128
,Seychelles,-4.6796,55.492,0
,Singapore,1.2833,103.8333,16
,Slovakia,48.669,19.699,23
,Slovenia,46.1512,14.9955,91
,Somalia,5.1521,46.1996,24
,South Africa,-30.5595,22.9375,117
,Spain,40,-4,26369
,Sri Lanka,7,81,7
,Sudan,12.8628,30.2176,27
,Suriname,3.9193,-56.0278,1
,Sweden,63,16,2990
,Switzerland,46.8182,8.2275,1868
,Taiwan*,23.7,121,6
,Tanzania,-6.369,34.8888,10
,Thailand,15,101,59
,Togo,8.6195,0.8248,6
,Trinidad and Tobago,10.6918,-61.2225,8
,Tunisia,34,9,39
,Turkey,38.9637,35.2433,3526
,Uganda,1,32,0
,Ukraine,48.3794,31.1656,298
,United Arab Emirates,24,54,90
Bermuda,United Kingdom,32.3078,-64.7505,5
Cayman Islands,United Kingdom,19.3133,-81.2546,1
Channel Islands,United Kingdom,49.3723,-2.3644,46
Gibraltar,United Kingdom,36.1408,-5.3536,0
Isle of Man,United Kingdom,54.2361,-4.5481,47
Montserrat,United Kingdom,16.7425,-62.1874,0
,United Kingdom,55.3781,-3.436,24319
,Uruguay,-32.5228,-55.7658,16
,US,37.0902,-95.7129,78142
,Uzbekistan,41.3775,64.5853,9
,Venezuela,6.4238,-66.5897,10
,Vietnam,16,108,0
,Zambia,-15.4167,28.2833,3
,Zimbabwe,-20,30,5
Diamond Princess,Canada,0,0,1
,Dominica,15.415,-61.371,0
,Grenada,12.1165,-61.679,0
,Mozambique,-18.665695,35.529562,0
,Syria,34.802075,38.996815,3
,Timor-Leste,-8.874217,125.727539,0
,Belize,13.1939,-59.5432,2
Recovered,Canada,0,0,0
,Laos,19.85627,102.495496,0
,Libya,26.3351,17.228331,2
,West Bank and Gaza,31.9522,35.2332,4
,Guinea-Bissau,11.8037,-15.1804,0
,Mali,17.570692,-3.996166,33
,Saint Kitts and Nevis,17.357822,-62.782998,0
Northwest Territories,Canada,64.8255,-124.8457,0
Yukon,Canada,64.2823,-135,0
,Kosovo,42.602636,20.902977,12
,Burma,21.9162,95.956,5
Anguilla,United Kingdom,18.2206,-63.0686,0
British Virgin Islands,United Kingdom,18.4207,-64.64,1
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1
,MS Zaandam,0,0,2
,Botswana,-22.3285,24.6849,1
,Burundi,-3.3731,29.9189,1
,Sierra Leone,8.460555,-11.779889,0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0
,Malawi,-13.254308,34.301525,4
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,0
,South Sudan,6.877,31.307,0
,Western Sahara,24.2155,-12.8858,0
,Sao Tome and Principe,0.18636,6.613081,0
,Yemen,15.552727,48.516388,0
